date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:13	37008/37008	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2021%20Jun%202023%2012:58:27%20GMT	https://www.gardenia-menu.com/js/scripts-1.11.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/scripts-1.11.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:13	200143/200143	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:39%20GMT	https://www.gardenia-menu.com/js/jquery.mobile-1.4.5.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/jquery.mobile-1.4.5.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:14	3306/3306	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:39%20GMT	https://www.gardenia-menu.com/js/mailcheck.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/mailcheck.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:14	1260/1260	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Jun%202023%2020:09:33%20GMT	https://www.gardenia-menu.com/css/jquery.mobile.datepicker.css	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/jquery.mobile.datepicker.css	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:14	2700/2700	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2018%20Jun%202023%2020:09:33%20GMT	https://www.gardenia-menu.com/css/jquery.mobile.datepicker.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/jquery.mobile.datepicker.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:14	3451/3451	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:39%20GMT	https://www.gardenia-menu.com/js/jquery.scrollTo.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/jquery.scrollTo.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:14	4974/4974	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:38%20GMT	https://www.gardenia-menu.com/js/jquery.modal.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/jquery.modal.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:15	169586/169586	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:41%20GMT	https://www.gardenia-menu.com/js/swiper-bundle.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/swiper-bundle.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:15	5023/5023	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:38%20GMT	https://www.gardenia-menu.com/js/jquery.lazy.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/jquery.lazy.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:16	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2015%20Apr%202026%2018:36:15%20GMT	https://cookiehub.net/c2/d0570e14.js	C:/My%20Web%20Sites/test/cookiehub.net/c2/d0570e14.23.delayed	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:16	1523/1523	---MCZ	200	added ('OK')	text/css	etag:W/%225f3-jwZ992YPl6Rltrg8VXdpdDMeoq4%22	https://cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	C:/My%20Web%20Sites/test/cdn.jsdelivr.net/npm/toastify-js/src/toastify.min.css	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:16	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:16%20GMT	https://www.gardenia-menu.com/yahoo.com.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/yahoo.com.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:16%20GMT	https://www.gardenia-menu.com/ttnet.net.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/ttnet.net.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:17%20GMT	https://www.gardenia-menu.com/hotmail.com.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/hotmail.com.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:17%20GMT	https://www.gardenia-menu.com/com.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/com.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:17%20GMT	https://www.gardenia-menu.com/net.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/net.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:17%20GMT	https://www.gardenia-menu.com/org.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/org.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:18%20GMT	https://www.gardenia-menu.com/edu.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/edu.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:18%20GMT	https://www.gardenia-menu.com/gov.tr	C:/My%20Web%20Sites/test/www.gardenia-menu.com/gov.tr	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:19	219795/219795	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:37%20GMT	https://www.gardenia-menu.com/js/dropzone.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/dropzone.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:19	10056/10056	---M-Z	200	added ('OK')	text/css	date:Sun,%2018%20Jun%202023%2020:09:32%20GMT	https://www.gardenia-menu.com/css/dropzone.css	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/dropzone.css	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:20	74783/74783	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Jul%202023%2011:58:30%20GMT	https://www.gardenia-menu.com/images/inside-page-bg.jpg	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/inside-page-bg.jpg	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:20	1339/1339	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jul%202023%2011:58:23%20GMT	https://www.gardenia-menu.com/images/backarrow32.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/backarrow32.png	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:20	9097/9097	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jul%202023%2011:58:28%20GMT	https://www.gardenia-menu.com/images/header-logo.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/header-logo.png	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:20%20GMT	https://www.gardenia-menu.com/{{image}}	C:/My%20Web%20Sites/test/www.gardenia-menu.com/{{image}}	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:20%20GMT	https://www.gardenia-menu.com/%22{{image}}%22	C:/My%20Web%20Sites/test/www.gardenia-menu.com/_{{image}}_	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:20%20GMT	https://www.gardenia-menu.com/Menu/GiveFeedback	C:/My%20Web%20Sites/test/www.gardenia-menu.com/Menu/GiveFeedback	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:21%20GMT	https://www.gardenia-menu.com/'{{image}}'	C:/My%20Web%20Sites/test/www.gardenia-menu.com/'{{image}}'	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:21%20GMT	https://www.gardenia-menu.com/Menu/BasketDetails	C:/My%20Web%20Sites/test/www.gardenia-menu.com/Menu/BasketDetails	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:22	140936/140936	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20Jun%202023%2015:41:41%20GMT	https://www.gardenia-menu.com/js/swiper.min.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/swiper.min.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:22	31668/31668	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2019%20Jun%202023%2012:25:25%20GMT	https://www.gardenia-menu.com/js/menu-1.4.js	C:/My%20Web%20Sites/test/www.gardenia-menu.com/js/menu-1.4.js	(from https://www.gardenia-menu.com/menu-ar.html)
21:36:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:22%20GMT	https://www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Iconsb26c.eot	(from https://www.gardenia-menu.com/css/simple-line-icons/css/simple-line-icons.min.css)
21:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:22%20GMT	https://www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff2	(from https://www.gardenia-menu.com/css/simple-line-icons/css/simple-line-icons.min.css)
21:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:23%20GMT	https://www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Iconsb26c.ttf	(from https://www.gardenia-menu.com/css/simple-line-icons/css/simple-line-icons.min.css)
21:36:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:23%20GMT	https://www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff	(from https://www.gardenia-menu.com/css/simple-line-icons/css/simple-line-icons.min.css)
21:36:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:23%20GMT	https://www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/test/www.gardenia-menu.com/css/simple-line-icons/fonts/Simple-Line-Iconsb26c.svg	(from https://www.gardenia-menu.com/css/simple-line-icons/css/simple-line-icons.min.css)
21:36:24	3208/3208	---M--	200	added ('OK')	image/gif	date:Sat,%2008%20Jul%202023%2011:58:23%20GMT	https://www.gardenia-menu.com/images/ajax-loader.gif	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/ajax-loader.gif	(from https://www.gardenia-menu.com/css/jquery.mobile.custom.structure.css)
21:36:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:24%20GMT	https://www.gardenia-menu.com/images/icon-sad.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-sad.png	(from https://www.gardenia-menu.com/css/animations.css)
21:36:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:24%20GMT	https://www.gardenia-menu.com/images/icon-neutral.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-neutral.png	(from https://www.gardenia-menu.com/css/animations.css)
21:36:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:24%20GMT	https://www.gardenia-menu.com/images/icon-happy.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-happy.png	(from https://www.gardenia-menu.com/css/animations.css)
21:36:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:25%20GMT	https://www.gardenia-menu.com/images/icon-very-happy.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-very-happy.png	(from https://www.gardenia-menu.com/css/animations.css)
21:36:26	71024/71024	---M--	200	added ('OK')	font/woff2	date:Sat,%2017%20Jun%202023%2015:41:23%20GMT	https://www.gardenia-menu.com/fonts/AArslanWessamB-AArslanWessamB.woff2	C:/My%20Web%20Sites/test/www.gardenia-menu.com/fonts/AArslanWessamB-AArslanWessamB.woff2	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:26	92884/92884	---M--	200	added ('OK')	font/woff	date:Sat,%2017%20Jun%202023%2015:41:23%20GMT	https://www.gardenia-menu.com/fonts/AArslanWessamB-AArslanWessamB.woff	C:/My%20Web%20Sites/test/www.gardenia-menu.com/fonts/AArslanWessamB-AArslanWessamB.woff	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:26%20GMT	https://www.gardenia-menu.com/images/logo.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/logo.45.delayed	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:26%20GMT	https://www.gardenia-menu.com/images/facebook-bg.gif	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/facebook-bg.gif	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:27	1652/1652	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jul%202023%2011:58:28%20GMT	https://www.gardenia-menu.com/images/icon-mg.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-mg.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:27%20GMT	https://www.gardenia-menu.com/images/searchbar-categories-more.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/searchbar-categories-more.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:27	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:27%20GMT	https://www.gardenia-menu.com/images/list-separator.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/list-separator.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:27%20GMT	https://www.gardenia-menu.com/images/icon-list-more.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-list-more.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:28%20GMT	https://www.gardenia-menu.com/images/icon-phone.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-phone.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:28%20GMT	https://www.gardenia-menu.com/images/icon-pin.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-pin.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:28%20GMT	https://www.gardenia-menu.com/images/slider-hints.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/slider-hints.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:29	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:28%20GMT	https://www.gardenia-menu.com/images/icon-gift.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/icon-gift.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:29	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:29%20GMT	https://www.gardenia-menu.com/images/checkbox-unchecked.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/checkbox-unchecked.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:29	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:29%20GMT	https://www.gardenia-menu.com/images/checkbox-checked.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/checkbox-checked.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
21:36:29	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Apr%202026%2018:36:29%20GMT	https://www.gardenia-menu.com/images/poweredby.png	C:/My%20Web%20Sites/test/www.gardenia-menu.com/images/poweredby.png	(from https://www.gardenia-menu.com/css/style-1.8.css)
